traditional,simplified,pronunciation,audio,radical,definitions,pos
芳味,芳味,phang-bī,4456,,香味。芳香的氣味。,名
芳料,芳料,phang-liāu,4469,,香料。含有香味的配料。,名
芳水,芳水,phang-tsuí,4444,,香水。一種把香料溶在酒精裡做成的化妝品。,名
芳瓜,芳瓜,phang-kue,4450,,香瓜。瓜果類。一年生蔓生草本，原產於熱帶地方的印度和非洲一帶，可以食用。因為果實帶有香氣，所以稱「芳瓜」。,名
芳粉,芳粉,phang-hún,4471,,香粉。女性用來抹臉的化妝品。,名
芽,芽,gê,4497,艸,植物初生的幼苗。,名
苛,苛,khô,5467,艸,擺架子。|高傲。,動|形
苛頭,苛头,khô-thâu,5505,,高傲、驕傲。,形
若,若,ná,5468,艸,好像、如同。|同一詞語在「若」字前後重出，表示與該語詞內容不相干或有藐視的意思。,副|副
若,若,nā,5469,艸,如果。,連
若像,若像,ná-tshiūnn,5502,,好像。,副
若是,若是,nā-sī,5486,,如果、要是。假使、倘若。,副
若有若無,若有若无,ná ū ná bô,5485,,好像有又好像沒有的意思。,熟
若準,若准,nā-tsún,5501,,如果、倘若。,副
若無,若无,nā-bô,5498,,要不是、如果…… 不然…… 。|否則、不然。,連|副
若親像,若亲像,ná-tshin-tshiūnn,5504,,彷彿、好像。,副
苦,苦,khóo,5470,艸,五味之一。|痛苦、悲苦。|盡心盡力。|艱辛、勞苦。,形|形|副|形
苦力,苦力,ku-lí,5475,,從事粗工的搬運工人。借自英語。,名
苦勸,苦劝,khóo-khǹg,5506,,苦諫。極力規勸，苦口婆心的勸告。,動
苦工,苦工,khóo-kang,5476,,只出勞力，不需技術方面的工作。,名
苦心,苦心,khóo-sim,5477,,用心良苦、費盡心思。,名
苦情,苦情,khóo-tsîng,5496,,委屈而且痛苦的實情。,名
苦旦,苦旦,khóo-tuànn,5482,,青衣。傳統戲曲的角色，專門演哭戲，唱「哭調仔」。,名
苦楝仔,苦楝仔,khóo-līng-á,5500,,苦苓、苦楝子。木本植物，葉子呈羽狀複葉，前端尖銳，靠近葉柄呈圓形，每年五月下旬開紅白色花。多分布於中國南方各省、印度和日本。由於材質硬度適中，可製成家具，也常栽培用來作行道樹。有些地區因為忌諱「苦」，所以不用苦楝樹的木材來做椅子，因為這樣會「坐苦」。,名
苦毒,苦毒,khóo-to̍k,5487,,虐待。以苛刻殘暴的態度對待他人。,動
苦毛仔,苦毛仔,khóo-mn̂g-á,5478,,寒毛。指動物身上剛長出的細毛。,名
苦海,苦海,khóo-hái,5491,,佛教用語，指生死輪迴的三界。|泛指人生社會。|指痛苦的困境。,名|名|名
苦瓜,苦瓜,khóo-kue,5483,,瓜果類。帶有苦味的瓜類植物，果實是長圓形或卵圓形，兩頭尖，表面有許多瘤狀突起，用來燉湯或炒鹹蛋、豆豉等。也可入藥，做成苦瓜丹。,名
苦瓜封,苦瓜封,khóo-kue-hong,14204,,苦瓜封。一道臺灣料理。將苦瓜切成一段一段的圈狀，去籽，內填絞肉餡料，放入鍋內加水烹調而成。,名
苦甘,苦甘,khóo-kam,5484,,形容食物苦中帶甜的味道。,形
苦花,苦花,khóo-hue,14205,,臺灣鏟頜魚。魚類，又名臺灣白甲魚、鯝魚，為鯉科白甲魚屬下的一個種，俗稱又因地而異，北部稱「苦倚」(khóo-uá)、中部稱「石頭倚」(tsio̍h-thâu-uá)、南部稱「齊頭倚」(tsê-thâu-uá)。,名
苦苦,苦苦,khóo-khóo,5488,,悲切的、痛苦的。|有點苦澀味。,副|形
苦茶油,苦茶油,khóo-tê-iû,5494,,由苦茶樹的種子壓榨製成的油。具有潤肝、清血、健胃整腸的功用。可當作一般食用油烹煮食物，也可製成護髮劑或治療燙傷的藥膏。,名
苦齣,苦出,khóo-tshut,14206,,悲劇、苦情戲。,名
苧仔,苎仔,tē-á/tuē-á,5479,,苧麻。草本植物。高約一公尺，葉呈卵形而尖，有鋸齒。夏秋間開小花，雌雄同株。莖的皮部可採纖維以供織布，根和葉則可供藥用。,名
英雄,英雄,ing-hiông,5499,,指才能出眾、抱負遠大、膽識過人，能做出重大貢獻的人物。,名
苳蒿,苳蒿,tang-o,5503,,茼蒿。植物名。一年生草本植物。莖葉皆可食用，一燙即熟，常用來搭配火鍋或煮湯圓。由於莖葉的水分多，在煮過之後，會大量失水，只剩一點點，所以又叫「拍某菜」，是冬季重要的蔬菜之一。,名
苴,苴,tsū,5471,艸,墊東西在某地或某物上。|墊子。,動|名
茂,茂,ōm,5472,艸,草木繁盛的樣子。,形
茄,茄,kiô,5473,艸,瓜果類。果實稱「茄子」，多呈細長條狀，皮深紫色，也有白、綠、黃等色，可炒食或煮食。|男性生殖器官的借代。,名|名
茄仔色,茄仔色,kiô-á-sik,5480,,紫色。,名
茄苳,茄苳,ka-tang,5489,,木本植物。一種半落葉性的喬木，枝幹直立，枝葉開展且茂密，樹皮呈赤褐色，幹面則呈現鱗狀剝落。是臺灣鄉間常見的樹種。,名
茄茉菜,茄茉菜,ka-bua̍h-tshài,5490,,葉甜菜、厚皮菜。葉菜類。二年生草本，葉柄長，葉面平滑有光澤，葉肉很厚，果實為褐色，嫩葉略帶甜味，可以食用，一般民間多用來餵豬。因為外形像飯勺，所以有的客家話叫「勺菜」。,名
茅仔草,茅仔草,hm̂-á-tsháu,5481,,茅草。多年生草本，花序穗狀，密生白色柔毛。根莖有甜味，供藥用，有利尿、止血等作用，莖葉可供蓋屋、製繩等用。,名
茈,茈,tsínn,6556,艸,幼、嫩、未成熟的。|年輕的。|稚嫩。經驗少的、資歷淺的。,形|形|形
茈薑,茈姜,tsínn-kiunn,6642,,嫩薑。,名
茉草,茉草,bua̍h-tsháu,5492,,銳葉小槐花。木本植物。長一到兩公尺，葉子互生，三出複葉，葉片披針形，花黃色或綠白色，產在臺灣中北部的山野。主要治療吐血、肝病、婦女病、腹痛、燙傷潰爛等。民間也作為避邪草。浸泡在熱水後，擦拭手腳或全身，以求消災去厄。,名
茉莉花,茉莉花,ba̍k-nī-hue,5497,,花名。白色的花，氣味清香，可以作為香水，或和茶葉一起薰乾製成茉莉香片。,名
茫,茫,bâng,6557,艸,形容人神智不清的狀態。,形
茫,茫,bông,6558,艸,廣大而模糊不明，通常以連字詞的形式出現。,形
茫茫渺渺,茫茫渺渺,bông-bông-biáu-biáu,14277,,本指遼闊而沒有邊際的樣子，今多用以形容沒有把握、難以捉摸的狀況。,形
茭白筍,茭白笋,kha-pe̍h-sún,6576,,根莖類。菰的嫩莖，因受黑穗菌寄生而肥大成筍狀，可供食用，也叫「茭白」。,名
茭荖仔,茭荖仔,ka-ló-á,6604,,簍。一種用來裝米的農具。,名
茯苓糕,茯苓糕,ho̍k-lîng-ko,6598,,將茯苓磨成粉而做成的糕餅。,名
茶,茶,tê,6559,艸,木本植物。葉子外型呈長橢圓形，葉緣有鋸齒。花期大約在每年的秋、冬兩季。嫩葉可焙製成各種茶，種子可榨油供食用，屬於重要經濟作物之一。|泛指各種經過沖泡、調配的飲料、食品。,名|名
茶仔油,茶仔油,tê-á-iû,6574,,茶油。油茶或紅花油茶種子榨取的油。可供食用，亦可作工業用。,名
茶園,茶园,tê-hn̂g,6614,,種植茶樹的園地、園子。,名
茶山,茶山,tê-suann,6565,,種植茶的山地。,名
茶店仔,茶店仔,tê-tiàm-á,6588,,茶館、茶室。有的也兼營色情。,名
茶心,茶心,tê-sim,6567,,茶葉。茶的嫩葉，用火烘烤乾之後，可加熱水沖泡飲用。可依製造方法中的發酵程度、烘焙程度等加以區分，也可依照氣候季節來區分，如春茶、冬茶等。,名
茶心粕,茶心粕,tê-sim-phoh,6569,,茶渣。已泡過的茶葉殘渣。,名
茶心茶,茶心茶,tê-sim-tê,6568,,用茶葉泡的茶。主要是為了和「麥仔茶」(be̍h-á-tê)做區分。,名
茶杯,茶杯,tê-pue,6589,,裝茶水的杯子。,名
茶欉,茶欉,tê-tsâng,6649,,茶樹。,名
茶油,茶油,tê-iû,6591,,由茶籽榨出的油。,名
茶洗,茶洗,tê-sé/tê-sué,14279,,洗茶杯的碗狀器具。,名
茶滓,茶滓,tê-tái,6617,,沉澱在容器邊緣或底部的茶垢。,名
茶甌,茶瓯,tê-au,6637,,茶杯。,名
茶盤,茶盘,tê-puânn,6631,,放置茶具的平盤。,名
茶箍,茶箍,tê-khoo,6624,,用壓榨茶油時所剩下來的渣滓，再把它壓製成堅硬的餅形，就叫「茶箍」。可當肥皂用，但與肥皂其實是不同的。,名
茶籗,茶籗,tê-khah,14280,,茶籃。採茶的人裝盛採下來的茶葉用的竹籃。,名
茶米,茶米,tê-bí,6580,,茶葉。,名
茶米茶,茶米茶,tê-bí-tê,14278,,茶。見【茶心茶】tê-sim-tê 條。,
茶罐,茶罐,tê-kuàn,6650,,茶壺。用來沖泡茶葉的容器，有陶、瓷、石或其他金屬罐。,名
茶莊,茶庄,tê-tsng,6606,,賣茶葉的大商行。,名
茶葉,茶叶,tê-hio̍h,6621,,茶樹的嫩葉，焙乾後可用來沖泡飲用，種類繁多。自清末以來就是臺灣的重要出口商品。,名
茶鈷,茶钴,tê-kóo,6623,,茶壺。,名
茶館,茶馆,tê-kuán,6639,,專門供人喝茶的店。,名
草,草,tsháu,6560,艸,泛稱所有的草本植物。|名詞後綴。表示「狀況、程度」的意思。,名|
草,草,tshó,6561,艸,馬虎、粗率、不細膩。|初步、尚未決定的。|書法的一種。,形|形|名
草人,草人,tsháu-lâng,6563,,稻草人。,名
草仔,草仔,tsháu-á,6573,,草本類的通稱。,名
草仔子,草仔子,tsháu-á-tsí,14281,,草籽。草類的種子。,名
草仔粿,草仔粿,tsháu-á-kué/tsháu-á-ké,13747,,糯米製成的粿類食品。外皮以「粿粞」(kué-tshè)加入艾草或鼠麴草揉成，內包乾蘿蔔絲等，以手塑形成手掌大小，外墊黃槿葉或月桃葉等，再以蒸籠蒸熟。常做為農曆七月普渡或清明掃墓時的供品。,名
草厝仔,草厝仔,tsháu-tshù-á,6601,,草屋、茅屋。,名
草囷,草囷,tsháu-khûn,14283,,農家在屋外空地堆疊成的乾稻草堆。約一兩層樓高，通常是底圓上尖的涼亭狀，可隨時抽取一些乾草來做薪火、飼料、覆蓋菜畦等用途。,名
草地,草地,tsháu-tē/tsháu-tuē,6577,,鄉下。,名
草地人,草地人,tsháu-tē-lâng/tsháu-tuē-lâng,6578,,鄉下人、村夫。指住在鄉下的人。,名
草地倯,草地倯,tsháu-tē-sông/tsháu-tuē-sông,14282,,土包子、鄉巴佬。戲稱沒見過世面、不懂規矩的鄉下人。,名
草地親家坐大位。,草地亲家坐大位。,Tsháu-tē tshin-ke tsē tuā-uī. ,60252,,比喻人雖俗，禮卻不能免。,
草埔,草埔,tsháu-poo,6602,,草坪、草場。長滿青草的平地。,名
草寮仔,草寮仔,tsháu-liâu-á,6630,,草棚。用茅草搭蓋而成的棚子、工寮。,名
草橄欖,草橄榄,tshó-kan-ná,6636,,用甘草醃製的橄欖。,名
草猴,草猴,tsháu-kâu,6611,,螳螂。昆蟲名。全身綠色或土黃色，身體長，腹部肥大，頭呈三角形，前肢有棘刺，呈鎌刀狀。因為捕食害蟲有益於農業，所以屬於益蟲。,名
草窒仔,草窒仔,tshó-that-á,6605,,軟木塞。原本是用草稈做成的塞子，現在大多是用軟木做成塞子。,名
草笠仔,草笠仔,tsháu-le̍h-á/tsháu-lue̍h-á,14284,,用「大甲草」(Tāi-kah-tsháu)製成的斗笠。,名
草索仔,草索仔,tsháu-soh-á,6603,,草繩。,名
草絪,草絪,tsháu-in,6612,,稻草或蔗葉等捆成束，用以作為燃料。,名
草菇,草菇,tsháu-koo,6613,,蕈菇類。呈灰色，有黑褐色條紋，足長冠薄，多生長於草堆上，可以食用。,名
草蓆,草席,tsháu-tshio̍h,6625,,用乾草編織而成的蓆子。,名
草蔬,草蔬,tsháu-se,6632,,水草、水藻。,名
草藥,草药,tsháu-io̍h,6646,,藥草。可供治病的草本植物。,名
草蜢仔,草蜢仔,tsháu-meh-á,6627,,蚱蜢、蝗蟲。昆蟲名。多為綠色或棕色，會大量啃噬農作物。多分布在熱帶和溫帶，尤其以溫帶草原最多。,名
草蜢公,草蜢公,tsháu-meh-kong,6626,,飛蝗、螞蚱的總稱。,名
草蝦,草虾,tsháu-hê,6633,,草對蝦。甲殼類節肢動物。全身覆蓋土色及黑褐色條紋，尾扇為紅色，可食用。現多為人工養殖，是臺灣重要水產養殖對象之一。,名
草鍥仔,草锲仔,tsháu-keh-á/tsháu-kueh-á,6644,,鐮刀。用來割草的刀子。,名
草霸王,草霸王,tsháu-pà-ông,6648,,牛筋草。草本植物。生命力特別強，只要有土的地方，都可以看到它的蹤跡。,名
草鞋,草鞋,tsháu-ê/tsháu-uê,6635,,用草編製的鞋。,名
草魚,草鱼,tsháu-hî/tsháu-hû,6607,,魚名。一種可食用的淡水魚，身體近似圓筒形，青黃色，有側腺，吃水草維生。,名
荏,荏,lám,6651,艸,形容人的身體虛弱，沒有元氣。|形容某事物的質地不夠紮實、堅固。,形|形
荏懶,荏懒,lám-nuā,6689,,形容人懶惰成性，骯髒邋遢又不梳洗整理。,形
荏身,荏身,lám-sin,6664,,身體虛弱。,形
荏身命,荏身命,lám-sin-miā,14285,,天生體質虛弱，容易生病。,形
荒,荒,hng,6652,艸,荒蕪。,形
荒埔,荒埔,hng-poo,6674,,荒地。沒有開墾或已經荒蕪的土地。,名
荒廢,荒废,hong-huì,6682,,荒置、廢棄。,形
荔枝,荔枝,nāi-tsi,6669,,水果名。呈球形或卵圓形，外皮有紋狀，果肉白色多汁，味道甘美。其極品有名「玉荷包」者，價格甚為昂貴。,名
荖藤,荖藤,láu-tîn,6690,,植物名。蔓生植物，葉子約小孩手掌大小。一般多用來包檳榔子，加石灰、甘草等變成檳榔來吃。,名
荷包,荷包,hâ-pau,7816,,錢包。,名
荷蘭豆,荷兰豆,huê-liân-tāu,7835,,豌豆。豆類。夏初開蝶形小花，結實成莢，嫩莢及種子皆可食。種子可晒乾磨成粉製餅，莖葉嫩時可食。因為是荷蘭人傳入臺灣，所以稱「荷蘭豆」。,名
莊,庄,tsng,7810,艸,做大宗買賣的商號。|姓氏。,名|名
莊嚴,庄严,tsong-giâm,7834,,端莊肅穆。,形
莢,荚,ngeh,7836,艸,指豆類植物的果實。|計算香蕉或豆莢類植物果實的單位。,名|量
莧菜,苋菜,hīng-tshài,7855,,蔬菜名。莖細長，葉呈菱狀卵圓形，有全綠與帶紅兩種，全綠色稱為「莧菜」，帶有紅色者稱為「紅莧菜」。花黃綠色，莖嫩，葉可食。臺灣常見的蔬菜，主要產地以彰化雲林兩縣為多。,名
莫,莫,bo̍k,7837,艸,表示否定的意思。,副
莫,莫,mài,7838,艸,不要。表示禁止或勸阻之意。,動
莫怪,莫怪,bo̍k-kuài,7851,,難怪、怪不得。,連
莫講,莫讲,mài-kóng,7861,,不要說、不用說。,連
莫非,莫非,bo̍k-hui,7852,,難道。加強語氣的反問詞。,副
莿桐,莿桐,tshì-tông,8943,,喬木植物，因葉似桐樹而枝上多有黑刺而得名，又叫「雞公樹」，是海邊防風林樹種之一。與平埔族生活很密切，為一種具有傳統文化意義的樹木。|鄉鎮名。雲林縣莿桐鄉。臺灣舊地名有很多地方都叫「莿桐腳」，後來因日治時期及光復後政府地名改正計畫，目前僅剩雲林縣莿桐鄉。,名|名
菁仔,菁仔,tshenn-á/tshinn-á,8933,,未加工的檳榔。,名
菁仔欉,菁仔欉,tshenn-á-tsâng/tshinn-á-tsâng,8934,,檳榔樹。|比喻冒失鬼。做事莽莽撞撞的人。,名|名
菅芒,菅芒,kuann-bâng,8937,,芒草，禾本植物。溼地、沙洲或山坡都可見其蹤跡。叢生，莖中空而筆直，葉細長銳利。秋天開穗狀花，純白或間雜暗紅。生命力強，可用來編織成草席，或製成掃帚、袋子等，亦是早期修葺房屋的材料。,名
菅草,菅草,kuann-tsháu,8947,,芒草。見【菅芒】kuann-bâng 條。,名
菅蓁,菅蓁,kuann-tsin,8949,,芒草。見【菅芒】kuann-bâng 條。,
菇,菇,koo,8930,艸,指食用菌類。|指霉菌。,名|名
菊,菊,kiok,8955,艸,菊科植物的總稱。,名
菊花,菊花,kiok-hue,8978,,花名。為多年生宿根性草花，花冠有舌狀、筒狀、絲狀等，品種極多，花色豐富。,名
菖蒲,菖蒲,tshiong-pôo,8993,,水菖蒲、石菖蒲。草本植物。葉從根莖發出，呈劍狀線形，全株呈蒼綠色。一般民間習俗大多在端午節時懸掛菖蒲來趨邪避毒。,名
菜,菜,tshài,8956,艸,青菜。|指一道道的料理。|指素食。,名|名|名
菜刀,菜刀,tshài-to,8958,,切菜、切肉用的刀子。,名
菜包,菜包,tshài-pau,8964,,用豬肉、蝦仁、香菇及蘿蔔絲等為內餡，再用糯米糰包成橢圓形，放在棕葉上用蒸籠蒸。使用的時節有春節、元宵節、清明節、冬至等。,名
菜單,菜单,tshài-tuann,8988,,開列菜色名稱、價格的目錄。,名
菜園,菜园,tshài-hn̂g,8991,,種蔬菜的園圃。,名
菜堂,菜堂,tshài-tn̂g,8983,,寺院或道場供人吃齋菜的地方。,名
菜姑,菜姑,tshài-koo,8973,,指拜佛持齋的女性佛教徒。|單指尼姑。,名|名
菜子,菜子,tshài-tsí,8959,,蔬菜的種子。,名
